"title","content","date","variant","images","verified","author","rating","product","url"
"Fit for purpose","Works perfectly, great fit and securely attached to phone and car.","14 Dec 2019","Colour Name: Black","","Yes","Natalie Anne","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Must buy","Strong magnet, works really well! It's small so doesn't stand out in the car, very happy with purchase :)","02 Feb 2020","Colour Name: Black","","Yes","Jessica","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Awesome product","Couldn’t believe the price and the massive reviews. But stays true to its reputation. Uses in a Z4 E85. Sits effortlessly in the vent. Sturdy. Magnetic contact flawless. Bought another one as well!","03 Aug 2019","Colour Name: Gray","","Yes","Amazon Customer","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Efficient","Very small and very good holder for phone in safe","20 Mar 2020","Colour Name: Black","https://images-na.ssl-images-amazon.com/images/I/71FIXz-QAtL._SY88.jpg","Yes","Florin Marian Botea","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good product","Fits nice and tight on the air vent","07 Oct 2019","Colour Name: Black","","Yes","A.I.L.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good product","This is the best one I bought so far.","13 Dec 2019","Colour Name: Black","","Yes","V BLAGU","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"simple but effective","I have a 15 plate focus and the vents in the car are not the usual type and in funny places but yes all good here would recommend for sure","11 May 2018","Colour Name: Black","","Yes","Nigeyboy","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good, with a bit of fettling.","Seriously good once sorted. The 3m sticky tape is useless, so a dab of gorilla glue was used to attach the magnet disc to the back of the phone. Now it is bang on.","11 Sep 2020","Colour Name: Black","","Yes","Anthony R Coleclough","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Brilliant","Easy to set up and works great!","25 Jan 2020","Colour Name: Black","","Yes","com","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"🥺disappointing","This really doesn’t work too I’ll to return goods but it does not hold my phone up","07 Sep 2019","Colour Name: Black","","Yes","Anonymous11","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good quality product.","Well-built product with an expensive-looking finish. Comes with 2 lots of very thin magnetic pads to stick to your phone case. Holds the phone surprisingly strongly, in fact, when removing the phone from the holder it usually pulls the clip out from the vent (can slide the phone out sideways with no issue though.)","02 Dec 2016","Colour Name: Black","","Yes","Emil","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent phone mount; good value.","As described. Magnet is very strong and held my phone. I’ve placed a disc inside the case without using the sticky plastic disc and it still held my phone in place.","26 Apr 2018","Colour Name: Black","","Yes","MYM","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fits the job, it's surprisingly secure!","Can't really say much in terms of durability but it feels like a quality product, I can't see much that'd go wrong with it","17 May 2018","Colour Name: Black","","Yes","D. M. Maclean","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great product","Does what it says. Great product.","08 Feb 2020","Colour Name: Black","","Yes","Lucas Piwoni","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"realy nice holder","easy to use . easy to fit . i will bee ordering at least another two for my van.","06 Jan 2019","Colour Name: Black","","Yes","keith stewart","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Useful but a bit tricky to put on initially","This is good at keeping my phone secure however it was tricky to get set up as the gap between the prongs is so small and it's difficult to prise them apart to fix onto the air vent grille. The good thing is, now it is on I dont think it will fall out!","26 Jan 2020","Colour Name: Black","","Yes","Emma M","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Strong magnet","Holds my iPhone 8 Plus with protective case no problem","11 Aug 2020","Colour Name: Black","","Yes","Amazon Customer","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"great","excellent gadget strong magnet . Far better than my previous holder which kept swivelling round. very good value. fits my ford focus vents fine","30 Nov 2017","Colour Name: Black","","Yes","di jones","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does exactly what it says on the tin!","Works very well. Make sure to stick the magnet inside the phone case!","19 Feb 2019","Colour Name: Black","","Yes","Mr. J. Wallace","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The angle is key 😂","Excellent phone holder for any car that has a vertical air vent. Some reviews say the magnet is heavy which I agree with it causes the air vent to drop down. But if you place it well - which is obviously different for every car. you can get it working perfectly. You receive two magnets and also a lifetime warranty absolutely perfect.","03 Aug 2017","Colour Name: Black","","Yes","yus l.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Ideal","Does all it needs to do. Pushed on to air vent and put magnet behind phone case. does what it says it does. What's not to like?","13 Jan 2019","Colour Name: Black","","Yes","Graham","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Just no","Awful phone fell of with the slightest bump","10 Oct 2019","Colour Name: Black","","Yes","karen hollinshead","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Wouldn't be without it","Love it works very well","19 Oct 2019","Colour Name: Black","","Yes","Faye smith","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"As expected","Great hold. Good boy issue might be with thicker car vents.","17 Aug 2019","Colour Name: Black","","Yes","keshaikol","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"But","Overall really happy with product, had 4 in total however my latest one broke into 3 pieces last night and can not reassemble. Would like a replacement","16 Nov 2019","Colour Name: Black","","Yes","Colbi morris","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great product","This holds the phone well. Magnetic hold is strong, but device is still very new so not sure if this will wear down. I am amazed at how well this holds the phone.","17 Sep 2020","Colour Name: Black","","Yes","Kit","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Worth the money !","Really good little phone holder - great value for money - magnet works through my rubber case, can attach to any air vent, however, I had to put it on the lowest one as my iPhone 6 Plus is quite a heavy phone - would highly recommend!","06 Dec 2018","Colour Name: Black","","Yes","Scott","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Not very strong at all and falls out of air vents when driving","Not a good choice","16 Nov 2019","Colour Name: Black","","Yes","Desmond Nightingale","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Happy with it","Easy and efficient","18 Nov 2019","Colour Name: Black","","Yes","Isa Isy","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good fit. Excellent product","Good product does the job well fits my car Audi A3","08 Jul 2019","Colour Name: Black","","Yes","Joe Carton","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"very good","very good","12 Feb 2020","Colour Name: Black","","Yes","Nelson","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does the work it is supposed to. Fabulous.","At first I was very much in doubt if this little thing can hold my phone. The fact is it can! I dumped my previous wobbly holder immediately. Highly recommend.","26 Jun 2019","Colour Name: Black","","Yes","J. Zhong","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Quality","Great for the car good quality  fantastic price","22 Apr 2019","Colour Name: Black","","Yes","smokie571","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Exceptional little product, it works fantastically. Don’t hesitate to buy.","Couldn’t live without this little beauty now, I have spares for hire cars etc.","25 Dec 2018","Colour Name: Black","","Yes","SB","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Can't recommend this enough","Can't recommend this enough.  Keep in mind that the magnet was not strong enough to go through my thick flip case, but fine on my regular case.  Much better than those universal clip mounts","13 May 2017","Colour Name: Black","","Yes","Mre","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect","Works a treat; as long as the magnets are placed well within your case (I chose not to stick mine on my case) it’ll hold your phone fine; doesn’t fall off after speed humps etc.","22 Nov 2017","Colour Name: Black","","Yes","Jordan B","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Awesome","Its great! Love it","09 Dec 2020","Colour Name: Black","","Yes","Ms. E. J. Wah","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Worth buying","Brilliant","04 Jan 2020","Colour Name: Black","","Yes","Claire","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good piece of kit","It does just what it’s supposed to","03 Jul 2019","Colour Name: Black","","Yes","Prince igor","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent","Great simple product.  Works on both our vehicles which have different shaped vents.","27 Jun 2019","Colour Name: Black","","Yes","RR","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good stuff","Good stuff","01 Mar 2020","Colour Name: Black","","Yes","mihai ardelean","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great product","Great product good price and super fast delivery","17 Feb 2020","Colour Name: Black","","Yes","nickyb","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Avoid it!","Seriously? How can it has such a good review! My Iphone kept falling down while driving. No suction power at all","13 Oct 2020","Colour Name: Black","","Yes","F Chay","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect","Brilliant","21 Oct 2019","Colour Name: Black","","Yes","Book worm.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Stickyness","I like the size of the product, it doesn’t take up too much space on the cars dashboard. Only problem I have with this product is that it’s not sticky enough therefore my phone drops off it a lot which can be annoying, especially when using it for satnav!","02 Jun 2020","Colour Name: Black","","Yes","Elliott","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Just buy it","Works really well, does mean that one of your air vents is blocked but it’s by far the easiest solution to mounting your phone.","07 Jul 2018","Colour Name: Black","","Yes","M. Chapman","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good buy","Worth it","22 Mar 2020","Colour Name: Black","","Yes","Elster","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Spot on.","Absolutely fantastic product. Tested the adhesive on both my phone and its case and works perfectly on either. The magnetism is just the right strength to keep your phone held confidently, without needing strength to detach it. Thoroughly recommend.","21 Nov 2019","Colour Name: Black","","Yes","Eddy Kemp","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good","The sticky things on phone come off after a couple months. Need more in a pack.","27 Dec 2018","Colour Name: Black","","Yes","beth","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple,slim and strong!","It is very handy and holds the phone very good.It does the job !","16 Jun 2019","Colour Name: Black","","Yes","Daniel P.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great","Really powerful magnetic! I put the sticker magnet on my phone cover rather than my phone because they are really sticky and I don't think I would off been able to remove it from my phone.","15 Nov 2017","Colour Name: Black","","Yes","Philjoe","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
